_id,userId,skillId,certificateId,proficiency,status,hackerRankScore,createdAt,updatedAt,projectExperienceId,approverDetailId
de55fe9b15f045cb95b5cb44,6607d1475162a636379e9834,660f881ca2c1cc29e41e1821,2fbe0741892b42c8bc0c9052,advanced,Verified,6,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,efb1f70ffc02437e92c2e82e,8c75079eaf8f4da39cb60872
529874ae19ca4cc99a37cb4d,6612946caddf941b98f24be0,660f8817a2c1cc29e41e181e,,beginner,Not Verified,67,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,de68e2d9d0bf44fe992cb764,c66d14517fd54bf1ba1000c5
9cdfa6d8af6045b9868b8708,66129480addf941b98f24d1e,660f87e4a2c1cc29e41e1803,fc5accf9aa064e7b89bf5b5c,beginner,Not Verified,38,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,737d4933a0ec483db1541dd9,12e8aa2884bf4424b0030fef
492979522f7949f5b6b2fd1b,66129473addf941b98f24c4d,660f878aa2c1cc29e41e17f7,d8839a82f54f41aeb47d1f37,intermediate,Verified,74,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,bab707b9dc474af38d8a0eb8,6d67891d1f7e479891300c34
4c30b13a960f4577b6474123,6612947caddf941b98f24cdc,660f8781a2c1cc29e41e17f4,70261b9a13d443b3a52ecf0a,advanced,Not Verified,65,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,5c4c2a0021a740908816b64c,a276296bd57942a190c83691
6a46e89e4c5741908b82c847,66129484addf941b98f24d5a,660f8794a2c1cc29e41e17fa,,advanced,Not Verified,45,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,87e38ff590d446e197905d36,4f930d5e7804400e80bf546b
dfb503840c674e0abe2835d7,66129476addf941b98f24c78,660f879ca2c1cc29e41e17fd,9e82653ecfd744ec83994edb,intermediate,Verified,88,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,e89f00683cd2458dbed0d99f
2115fb1f54ec4a1582d39652,6612947caddf941b98f24cd5,660f87e9a2c1cc29e41e1806,3b792eb0df7149e6a8255f2e,beginner,Not Verified,98,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,666683cbd8ec4220a821d587,9682321fbef74ec5b8540256
343a239cd68a4b6f85c06282,66129475addf941b98f24c67,660f8811a2c1cc29e41e181b,,advanced,Not Verified,26,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,c5f9797788df40fd820f7cda
2696eac6c32648f08f0bf9a8,6612947caddf941b98f24cd1,660f878aa2c1cc29e41e17f7,816b32ed08b64f7ab30fba79,intermediate,Verified,60,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,782f01bd911f4826883ddf3d,bc1b6537e7104eb49d03c693
74da5099cf3a47d9a5749c1e,66129485addf941b98f24d64,660f87e4a2c1cc29e41e1803,1b95325ee48849ba9e730588,beginner,Verified,100,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,490e39d7ab874b3a99b8d93e,9a00618ba3d74d5fa9bdc4cf
89ec9ae4161440a2a9aaeec3,66129480addf941b98f24d14,660f8821a2c1cc29e41e1824,7af5562333ca47e993f7aea4,intermediate,Not Verified,68,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,5bdafb30bc164dbc92d984fb,d09a69f268ff43fcaa999ce4
d723f8dfa95248e68e2b6420,66129481addf941b98f24d26,660f8807a2c1cc29e41e1815,7f42d4176bfd424dac5a1011,advanced,Not Verified,74,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,d38e78c9499c4a03a9ead4f3,37248d23903244aa8109163a
5a992caa2f6641a989808aa5,6612946eaddf941b98f24bfe,660f87fda2c1cc29e41e180f,,intermediate,Not Verified,42,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,ec1dd8452ead431f8d404400
ba15a699e4134df9bc5df5f9,66129471addf941b98f24c27,660f8803a2c1cc29e41e1812,cb1fa0e3fe1f4691b797ca3d,advanced,Not Verified,32,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,24720c028b3c4fa997a8ebe2,7c5f213d958b499795ea4dae
8707046df6704097841674e9,66129473addf941b98f24c52,660f881ca2c1cc29e41e1821,9241dd069375422284f2c5c9,beginner,Not Verified,95,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,f6e592f15ac3465bbdd55f20,776f45d7ce3c4a0c8f21b515
e5c7b8e92a6140b9bcd9ce7b,66129488addf941b98f24d96,660f8781a2c1cc29e41e17f4,7057e701637c4672b0cacc9f,advanced,Verified,61,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,edb0b24330fb441d9a04b129,905b4c6afd8e491684667230
24a33fe726084740b357f565,66129489addf941b98f24da7,660f880ba2c1cc29e41e1818,911f713ebbf142bfa2f83370,advanced,Not Verified,35,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,4c492e1e19a04f4289c9fe9f,077be8b6bdad41f5b3c2b561
53ddb7157d774ab69d79367c,6612948aaddf941b98f24db6,660f87eea2c1cc29e41e1809,27d0fc3c0e4241288292a18f,beginner,Verified,47,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,c82aff38228b4703ba2e7176
c41079bd1f9f468d88c4ca5c,6612946faddf941b98f24c07,660f880ba2c1cc29e41e1818,4574f2f525f7431bb2975ecf,intermediate,Verified,43,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,4efe6d39618240ccb19f07a6,63b9b14b7f844961b02a8318
18f29d8af6b24141ac5cff8f,66129477addf941b98f24c86,660f878aa2c1cc29e41e17f7,b4a5998060bd40b189c46c38,advanced,Verified,7,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,6aa7a22611ec466d83716f39,5eae7e985a6746b389bfae10
860d8e4331864e56adfd47a4,66129474addf941b98f24c60,660f8807a2c1cc29e41e1815,ff14bdc3ad2f4718a100e397,intermediate,Verified,86,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,0b28913d9f2d482da5eaddf0,a39d1c1b668246ee83cd4669
0b4e0d981fb943d09b3c9f7e,66129473addf941b98f24c47,660f87f5a2c1cc29e41e180c,,intermediate,Not Verified,85,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,5a5e011e0a634555ba3718ba
d75d8d990210475f86d9c0cb,6612946faddf941b98f24c0b,660f8817a2c1cc29e41e181e,2e3f8f8891444302a6471ff3,advanced,Not Verified,60,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,99ed984aede144cf891725a2
80a02c8495154063acf267dc,66129475addf941b98f24c70,660f879ca2c1cc29e41e17fd,8d47d9dd71c8416a991d0cc4,advanced,Not Verified,94,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,b3ac4fcc58f9460fbb597746,2a282dfb7c734ec08b1cc1d6
de3553f0f26a4913ba882a04,66129482addf941b98f24d39,660f8817a2c1cc29e41e181e,,advanced,Not Verified,0,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,b00f97d29df34eb3a1b92296,aabb88e2e382464d802855d6
2975cacb758c40ed998cdfc5,66129489addf941b98f24da1,660f87a2a2c1cc29e41e1800,12e909261adb4c388ecf9e13,intermediate,Verified,16,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,359a16f35eab4297ab7d12a8,e28a19178fb9428dbd4f46c1
eaf345b7a2a6404fb7f69dfc,6612946caddf941b98f24bd7,660f87f5a2c1cc29e41e180c,,beginner,Verified,96,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,f2bebfbec00842b088427041,ea380ed25cbd4b46ac114d87
f1ec6370896e4f51a3b36b72,66129471addf941b98f24c2e,660f8781a2c1cc29e41e17f4,82d01a8f4aa34338b65c605f,beginner,Verified,29,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,0b1a7b05a4174717a187da9f
bad81590016d44cba7facb1c,66129483addf941b98f24d4b,660f880ba2c1cc29e41e1818,462d6a03ef934a908cf3e606,beginner,Not Verified,89,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,6e64e75a1f734f8a9c317e78,ac1cb4a9856a4468b98d8bd9
0328427906a041f586124438,6612946caddf941b98f24bd7,660f87a2a2c1cc29e41e1800,,advanced,Verified,31,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,95ac614a9c964ed289bdc514
f4cce1e88b92493983cc919d,6612947aaddf941b98f24cba,660f87eea2c1cc29e41e1809,76a84061f6b24e22b1c40f5d,intermediate,Verified,98,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,de68e2d9d0bf44fe992cb764,18ec2acafd294ee0bdfc2e17
0db1aff9d8e74038902a3abe,66129479addf941b98f24cab,660f8803a2c1cc29e41e1812,8654e2436b7f4951ba778560,intermediate,Verified,85,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,5bdafb30bc164dbc92d984fb,88865cb090d849dca3191cdf
0108d2f83fc549f8b5746464,66129478addf941b98f24c9d,660f8794a2c1cc29e41e17fa,dbe01b8aeb3e437cb3438d05,intermediate,Not Verified,9,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,3cbb93e91de5488db371f2cb,5bed3e2c11504a3c81f89cef
7a0ca793b2864ecb836ecb92,6612947faddf941b98f24d0f,660f87a2a2c1cc29e41e1800,951c86274c784dda8989ad40,advanced,Verified,74,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,2c3e0c63c2634a9f924e030e
5292efa93c7e4741be120141,66129475addf941b98f24c6b,660f8817a2c1cc29e41e181e,aa2658c0295e4a9da06c5f7c,advanced,Not Verified,52,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,815624903b4e41a18ba78aab,a394ff213a4445f2bc0520e8
16f36baab7254476b0bda8ab,66129477addf941b98f24c86,660f881ca2c1cc29e41e1821,d688196f05934685a2f49aa8,advanced,Verified,79,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,97f2e4dd302b433191ef4065,0f8a1aea830f459b922cc95c
f355b58d76ea430fb0ff00cc,6612947aaddf941b98f24cbb,660f8821a2c1cc29e41e1824,0faf682dbe964b3fb20a9b6e,beginner,Not Verified,49,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,11daa4b54099427e8a57d0f4
c40c8a7229284ebcadd97b59,66129486addf941b98f24d72,660f880ba2c1cc29e41e1818,,intermediate,Not Verified,86,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,52598002e3c14de4a33f6daa,a66549dd09584d25b3295bf7
8b68665cb6724b3d99530a09,66129481addf941b98f24d2a,660f881ca2c1cc29e41e1821,,advanced,Verified,41,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,20c04dad764346d5aff4e222
ae3263a66716468e9fbd322c,66129474addf941b98f24c5c,660f878aa2c1cc29e41e17f7,f9696fff6e1c4bb6822a21e6,advanced,Not Verified,48,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,096bf4e68f2c44a298d2b96e
febd9d56b2d646c4a87c7617,6612946baddf941b98f24bd5,660f8794a2c1cc29e41e17fa,fafd5ad1427943baa347159d,advanced,Verified,40,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,94498ca6ab974262a542bb16,003441eeb97e433aa7932f68
2d686c6fd8e64f609c8b1fcf,6612947daddf941b98f24ced,660f881ca2c1cc29e41e1821,,intermediate,Verified,92,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,cfc784d6ed81428299484d2b,6d562571df404a0795d1173a
192a20905e884927a12c9ef1,6612947eaddf941b98f24cf2,660f8817a2c1cc29e41e181e,,advanced,Not Verified,38,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,b9db76b4d15b4494a52f1be2,59a0fe5160d649edb87094a6
1209b27b04de441c8279a670,66129480addf941b98f24d1c,660f878aa2c1cc29e41e17f7,218fded717394d2f81dd307a,intermediate,Verified,37,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,2c6e2daf59584a87920129d0,4befbd3730f044c9b3c7679e
d36eef6d958c4f6781dad33a,66129482addf941b98f24d3c,660f8781a2c1cc29e41e17f4,922fb0727375484e82e4a51b,advanced,Verified,44,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,715685fe44834f0da00088ac,65740aecc46d4c52bae3e428
609378fb7f8245acb1fdb800,66129476addf941b98f24c84,660f8821a2c1cc29e41e1824,cb61334044454090b8e63b4a,advanced,Verified,3,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,3bf98290d15649aaa8492157,1a4c0b81e5f644bab2520e03
62b8b33876f5457e84dec14c,66129471addf941b98f24c2a,660f87eea2c1cc29e41e1809,c051f67b04514af59ada790a,intermediate,Not Verified,13,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,c10426d664ca4c0993400beb,837b8304ba434f119a417e01
64dd6b182d8a47b8bc5964c9,66129488addf941b98f24d99,660f87f5a2c1cc29e41e180c,,advanced,Verified,25,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,,83155a58fa3542e3906a2d11
a3ec805d96af49d7a5e24dd1,66129481addf941b98f24d2a,660f878aa2c1cc29e41e17f7,d8839a82f54f41aeb47d1f37,advanced,Not Verified,4,2024-04-07T12:43:16.310100Z,2024-04-07T12:43:16.310100Z,0263fda4a05e44ac985d02a7,bb553e814f1f4969a87c0919
